GPUPower,CPUPower,SOCPower,CVPower,VDDRQPower,SYS5VPower
1085,620,2636,0,465,3778
1085,620,2636,0,465,3778
1085,620,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,620,2636,0,465,3778
1085,620,2636,0,465,3778
1085,775,2636,0,465,3778
930,775,2636,0,465,3778
930,775,2636,0,465,3778
930,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,1085,2636,0,465,3778
1240,1085,2636,0,465,3778
1240,1240,2635,0,465,3778
1240,1240,2635,0,465,3818
1395,1395,2635,0,465,3818
1395,1395,2635,0,465,3818
1395,1395,2635,0,465,3818
1395,1395,2790,0,465,3818
1395,1395,2790,0,465,3818
1395,1550,2790,0,465,3818
1395,1550,2790,0,465,3818
1395,1550,2790,0,465,3818
1550,1550,2790,0,465,3818
1550,1550,2790,0,465,3818
1395,1550,2790,0,465,3818
1395,1550,2790,0,465,3818
1550,1550,2790,0,465,3818
1395,1550,2790,0,465,3818
1395,1550,2790,0,465,3818
1395,1550,2790,0,465,3818
1395,1550,2790,0,465,3818
1395,1550,2790,0,465,3818
1395,1395,2790,0,465,3818
1395,1395,2790,0,465,3818
1395,1395,2790,0,465,3818
1395,1395,2790,0,465,3818
1395,1395,2790,0,465,3818
1395,1395,2790,0,465,3818
1395,1395,2790,0,465,3818
1395,1395,2790,0,465,3818
1395,1395,2635,0,465,3818
1395,1240,2635,0,465,3818
1395,1240,2635,0,465,3818
1395,1240,2635,0,465,3818
1395,1240,2635,0,465,3818
1395,1240,2635,0,465,3818
1395,1240,2635,0,465,3818
1395,1240,2635,0,465,3818
1395,1240,2635,0,465,3818
1240,1240,2635,0,465,3818
1240,1240,2635,0,465,3818
1240,1240,2635,0,465,3818
1240,1085,2635,0,465,3818
1240,1085,2635,0,465,3818
1240,1085,2636,0,465,3818
1240,1085,2636,0,465,3818
1240,1085,2636,0,465,3818
1240,1085,2636,0,465,3818
1240,1085,2636,0,465,3818
1240,1085,2636,0,465,3818
1240,1085,2636,0,465,3818
1240,1085,2636,0,465,3818
1240,1085,2636,0,465,3818
1240,1085,2636,0,465,3778
1240,1085,2636,0,465,3778
1240,1085,2636,0,465,3778
1240,1085,2636,0,465,3778
1240,1085,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1240,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
930,775,2636,0,465,3778
930,775,2636,0,465,3778
930,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3818
1085,775,2636,0,465,3818
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3818
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,930,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
1085,775,2636,0,465,3778
