GPUPower,CPUPower,SOCPower,CVPower,VDDRQPower,SYS5VPower
774,775,2635,0,465,3674
774,775,2635,0,465,3674
774,775,2635,0,465,3674
774,930,2635,0,465,3674
774,930,2635,0,465,3674
774,930,2635,0,465,3674
774,930,2635,0,465,3674
774,930,2635,0,465,3674
774,930,2635,0,465,3674
929,930,2635,0,465,3674
929,930,2635,0,465,3674
929,930,2635,0,465,3674
929,930,2635,0,465,3674
929,930,2635,0,465,3674
929,775,2635,0,465,3674
929,775,2635,0,465,3674
929,775,2635,0,465,3674
929,775,2635,0,465,3674
929,775,2635,0,465,3674
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
1084,775,2635,0,465,3714
1084,775,2635,0,465,3714
1084,775,2635,0,465,3714
1084,775,2635,0,465,3714
1084,775,2635,0,465,3714
1084,775,2635,0,465,3714
1084,775,2635,0,465,3714
1084,775,2635,0,465,3714
1084,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
929,775,2635,0,465,3714
1084,775,2635,0,465,3714
1084,775,2635,0,465,3714
1084,775,2635,0,465,3714
1084,929,2635,0,465,3714
1084,929,2635,0,465,3714
1084,929,2635,0,465,3714
1084,929,2635,0,465,3714
1084,929,2635,0,465,3714
1084,929,2635,0,465,3714
1084,929,2635,0,465,3714
1084,929,2635,0,465,3714
1084,929,2635,0,465,3714
1084,929,2634,0,465,3714
1084,929,2634,0,465,3714
1084,929,2634,0,465,3714
1084,1084,2634,0,465,3714
1084,1084,2634,0,465,3714
1084,1084,2634,0,465,3714
1084,1084,2634,0,465,3714
1084,1084,2634,0,465,3714
1084,1084,2634,0,465,3714
1084,1084,2634,0,465,3714
1239,1084,2634,0,465,3753
1239,1084,2634,0,465,3753
1239,1084,2634,0,465,3753
1239,1084,2634,0,465,3753
1239,1084,2634,0,465,3753
1239,1084,2634,0,465,3753
1239,1084,2634,0,465,3753
1239,1084,2634,0,465,3753
